Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
195,ENST00000199389,EIF2AK1,chr7: 6061882-6098861,-37.0,222-274,2003-2055,"CDS, stop_codon",-511.1,ENST00000535720.1,AC069234.2
196,ENST00000379096,TPD52,chr8: 80947104-81083793,-37.0,218-272,2628-2682,UTR3,-490.2,ENST00000535720.1,AC069234.2
197,ENST00000360121,SPN,chr16: 29674581-29681811,-36.9,242-294,2412-2464,UTR3,-816.3,ENST00000535720.1,AC069234.2
198,ENST00000539449,RTN4IP1,chr6: 107018904-107077373,-36.9,230-277,202-249,UTR5,-283.7,ENST00000535720.1,AC069234.2
199,ENST00000228936,ART4,chr12: 14978504-14996429,-36.9,228-277,3996-4045,UTR3,-578.6,ENST00000535720.1,AC069234.2
200,ENST00000564508,AC004158.3,chr16: 72459848-72463072,-36.9,242-291,2736-2785,ncRNA,-409.0,ENST00000535720.1,AC069234.2
201,ENST00000376030,KAZN,chr1: 14925201-15444539,-202.0,2731-2861,4041-4171,UTR3,-6759.5,ENST00000310916.6,TMEM51-AS1
202,ENST00000562925,NR2E3,chr15: 72103474-72110585,-54.3,208-269,127-188,ncRNA,-774.6,ENST00000310916.6,TMEM51-AS1
203,ENST00000572453,MIR497HG,chr17: 6919142-6922978,-52.5,203-269,314-380,ncRNA,-2315.4,ENST00000310916.6,TMEM51-AS1
204,ENST00000424126,RP11-366F6.2,chrX: 151077926-151082440,-52.3,210-269,5-64,ncRNA,-649.5,ENST00000310916.6,TMEM51-AS1
205,ENST00000444313,PARVG,chr22: 44576771-44604349,-52.2,222-269,2460-2507,UTR3,-2461.8,ENST00000310916.6,TMEM51-AS1
206,ENST00000608395,MBNL1-AS1,chr3: 151980406-151987344,-51.0,215-267,2335-2387,ncRNA,-2847.3,ENST00000310916.6,TMEM51-AS1
207,ENST00000431060,RP11-66B24.7,chr15: 101390037-101404501,-50.7,208-267,1994-2053,ncRNA,-1998.3,ENST00000310916.6,TMEM51-AS1
208,ENST00000325110,HMGCS1,chr5: 43289498-43313595,-50.3,208-259,1796-1847,UTR3,-1440.4,ENST00000310916.6,TMEM51-AS1
209,ENST00000084798,CA11,chr19: 49141200-49149569,-50.2,1727-1786,206-265,UTR5,-1433.1,ENST00000310916.6,TMEM51-AS1
210,ENST00000325351,ZNF784,chr19: 56132109-56135967,-50.1,1723-1789,1080-1146,UTR3,-1058.0,ENST00000310916.6,TMEM51-AS1
211,ENST00000393239,PLXND1,chr3: 129274019-129325661,-49.8,217-268,6574-6625,UTR3,-2047.2,ENST00000310916.6,TMEM51-AS1
212,ENST00000580996,RP11-138I1.2,chr17: 16317839-16320003,-49.7,1742-1789,306-353,ncRNA,-1079.9,ENST00000310916.6,TMEM51-AS1
213,ENST00000382192,ZNF205,chr16: 3162562-3170518,-49.6,208-269,1966-2027,UTR3,-991.7,ENST00000310916.6,TMEM51-AS1
214,ENST00000405142,NUDT16L1,chr16: 4743720-4745856,-49.4,199-268,679-748,CDS,-869.5,ENST00000310916.6,TMEM51-AS1
215,ENST00000388802,SRRM3,chr7: 75831217-75916603,-49.3,217-270,3005-3058,UTR3,-1100.7,ENST00000310916.6,TMEM51-AS1
216,ENST00000335211,IGFN1,chr1: 201159954-201198080,-49.1,210-269,2055-2114,CDS,-6315.2,ENST00000310916.6,TMEM51-AS1
217,ENST00000357338,DLK2,chr6: 43418093-43424370,-48.9,202-266,467-531,UTR5,-965.2,ENST00000310916.6,TMEM51-AS1
218,ENST00000301149,GPD1,chr12: 50497603-50505102,-48.7,203-269,1570-1636,UTR3,-1303.4,ENST00000310916.6,TMEM51-AS1
219,ENST00000338779,MTSS1L,chr16: 70695108-70719969,-48.6,215-274,4331-4390,UTR3,-2104.4,ENST00000310916.6,TMEM51-AS1
220,ENST00000441915,SEMA3B,chr3: 50307993-50314601,-48.5,217-270,34-87,ncRNA,-843.4,ENST00000310916.6,TMEM51-AS1
221,ENST00000317775,NOS1,chr12: 117645948-117799582,-48.3,208-269,8689-8750,UTR3,-5058.5,ENST00000310916.6,TMEM51-AS1
222,ENST00000264553,GZMM,chr19: 544035-549919,-48.3,214-268,863-917,UTR3,-405.3,ENST00000310916.6,TMEM51-AS1
223,ENST00000356166,FBRS,chr16: 30669753-30682135,-48.2,205-258,1-44,UTR5,-1681.8,ENST00000310916.6,TMEM51-AS1
224,ENST00000420978,TSLP,chr5: 110405761-110412491,-48.1,204-257,342-395,UTR5,-1088.3,ENST00000310916.6,TMEM51-AS1
225,ENST00000263650,OSBPL5,chr11: 3108347-3186584,-48.1,799-847,3450-3498,UTR3,-1288.0,ENST00000310916.6,TMEM51-AS1
226,ENST00000367701,ZBTB37,chr1: 173838095-173872687,-47.8,1725-1779,18824-18878,UTR3,-7046.1,ENST00000310916.6,TMEM51-AS1
227,ENST00000373166,TRAPPC3,chr1: 36602174-36615070,-47.7,208-265,1020-1077,UTR3,-738.4,ENST00000310916.6,TMEM51-AS1
228,ENST00000261897,PRPF40B,chr12: 50017404-50038449,-47.7,217-268,201-252,UTR5,-1388.3,ENST00000310916.6,TMEM51-AS1
229,ENST00000609686,GRIN2B,chr12: 13693166-14133053,-47.5,204-255,7092-7143,UTR3,-12661.5,ENST00000310916.6,TMEM51-AS1
230,ENST00000293780,CHRNE,chr17: 4801070-4806369,-47.4,214-282,2331-2399,UTR3,-1012.8,ENST00000310916.6,TMEM51-AS1
231,ENST00000370332,GFI1,chr1: 92940320-92949511,-47.3,199-258,73-132,UTR5,-910.1,ENST00000310916.6,TMEM51-AS1
232,ENST00000606362,RP1-28H20.3,chr20: 45318299-45318928,-47.3,227-279,403-455,ncRNA,-395.5,ENST00000310916.6,TMEM51-AS1
233,ENST00000380368,BPHL,chr6: 3118611-3153428,-47.2,1259-1310,223-274,UTR5,-687.1,ENST00000310916.6,TMEM51-AS1
234,ENST00000326413,RIIAD1,chr1: 151682910-151702082,-47.1,222-279,50-107,UTR5,-923.4,ENST00000310916.6,TMEM51-AS1
235,ENST00000442233,AL589765.1,chr1: 151682910-151702070,-47.1,222-279,50-107,"UTR5, start_codon",-909.4,ENST00000310916.6,TMEM51-AS1
236,ENST00000283303,GPR115,chr6: 47666290-47689757,-47.0,199-254,2802-2857,UTR3,-1427.0,ENST00000310916.6,TMEM51-AS1
237,ENST00000465639,SSPO,chr7: 149521343-149531068,-46.9,217-269,1714-1766,ncRNA,-1457.3,ENST00000310916.6,TMEM51-AS1
238,ENST00000331272,FBXW4,chr10: 103370424-103455016,-46.8,214-265,495-546,UTR5,-1454.0,ENST00000310916.6,TMEM51-AS1
239,ENST00000609881,GS1-279B7.2,chr1: 185286912-185287662,-46.8,209-269,7-67,ncRNA,-781.3,ENST00000310916.6,TMEM51-AS1
240,ENST00000608669,LINC00963,chr9: 132264352-132265277,-46.6,215-269,147-201,ncRNA,-372.7,ENST00000310916.6,TMEM51-AS1
241,ENST00000564837,RP11-611L7.1,chr7: 6694496-6696063,-46.5,200-250,1289-1339,ncRNA,-803.6,ENST00000310916.6,TMEM51-AS1
242,ENST00000501122,NEAT1,chr11: 65190270-65213011,-46.5,199-264,323-388,ncRNA,-10128.2,ENST00000310916.6,TMEM51-AS1
243,ENST00000601801,NEAT1,chr11: 65190287-65191742,-46.5,199-264,306-371,ncRNA,-1164.9,ENST00000310916.6,TMEM51-AS1
244,ENST00000499732,NEAT1,chr11: 65190246-65192232,-46.5,199-264,347-412,ncRNA,-1287.9,ENST00000310916.6,TMEM51-AS1
245,ENST00000355797,MXRA7,chr17: 74668634-74707037,-46.4,1723-1783,316-376,CDS,-2294.9,ENST00000310916.6,TMEM51-AS1
246,ENST00000439423,RP6-109B7.2,chr22: 46451621-46454040,-46.2,203-256,598-651,ncRNA,-632.9,ENST00000310916.6,TMEM51-AS1
247,ENST00000359543,EMP2,chr16: 10622280-10674555,-46.2,222-269,1137-1184,UTR3,-1789.4,ENST00000310916.6,TMEM51-AS1
248,ENST00000369026,MCL1,chr1: 150547033-150552066,-46.1,208-265,3542-3599,UTR3,-1402.6,ENST00000310916.6,TMEM51-AS1
249,ENST00000380680,UBL3,chr13: 30338509-30424821,-45.9,1728-1781,285-338,UTR5,-1519.3,ENST00000310916.6,TMEM51-AS1
250,ENST00000546793,RP11-983P16.4,chr12: 53436974-53448222,-45.7,203-257,599-653,ncRNA,-1859.2,ENST00000310916.6,TMEM51-AS1
251,ENST00000343218,DPYSL3,chr5: 146770376-146889619,-45.5,203-250,2657-2704,UTR3,-2498.5,ENST00000310916.6,TMEM51-AS1
252,ENST00000409535,RAD54L2,chr3: 51575597-51702683,-45.5,799-850,5661-5712,UTR3,-4187.3,ENST00000310916.6,TMEM51-AS1
253,ENST00000262971,PIAS4,chr19: 4007645-4039384,-45.4,200-258,2213-2271,UTR3,-1072.0,ENST00000310916.6,TMEM51-AS1
254,ENST00000554403,RP11-66N24.4,chr14: 23982559-24013485,-45.4,217-274,170-227,ncRNA,-1464.5,ENST00000310916.6,TMEM51-AS1
255,ENST00000287713,NMNAT2,chr1: 183217373-183387737,-45.4,203-252,13-62,UTR5,-3031.3,ENST00000310916.6,TMEM51-AS1
256,ENST00000321870,BHLHE22,chr8: 65492815-65496181,-45.3,199-258,1876-1935,UTR3,-1319.1,ENST00000310916.6,TMEM51-AS1
257,ENST00000358536,PLXNB1,chr3: 48445264-48470872,-45.2,1908-1963,4362-4417,CDS,-2084.6,ENST00000310916.6,TMEM51-AS1
258,ENST00000450554,U2AF2,chr19: 56165513-56186081,-45.1,200-258,2530-2588,UTR3,-1016.3,ENST00000310916.6,TMEM51-AS1
259,ENST00000361507,GAB2,chr11: 77926344-78128852,-45.1,199-264,4220-4285,UTR3,-3307.3,ENST00000310916.6,TMEM51-AS1
260,ENST00000294800,FCGR3B,chr1: 161592993-161601158,-45.1,217-266,1732-1781,UTR3,-1119.3,ENST00000310916.6,TMEM51-AS1
261,ENST00000342462,TMPPE,chr3: 33131918-33138293,-45.0,216-269,1143-1196,CDS,-1695.3,ENST00000310916.6,TMEM51-AS1
262,ENST00000422481,GRIP2,chr3: 14562200-14567490,-45.0,221-276,3168-3223,ncRNA,-2239.2,ENST00000310916.6,TMEM51-AS1
263,ENST00000413414,GRIP2,chr3: 14562200-14581850,-45.0,221-276,2497-2552,ncRNA,-1909.9,ENST00000310916.6,TMEM51-AS1
264,ENST00000394540,FKBP2,chr11: 64009221-64011604,-44.9,206-266,308-368,UTR5,-327.2,ENST00000310916.6,TMEM51-AS1
265,ENST00000368125,CADM3,chr1: 159141400-159173103,-44.9,217-267,1715-1765,UTR3,-1604.5,ENST00000310916.6,TMEM51-AS1
266,ENST00000433410,RP11-402P6.9,chrX: 70882849-70884121,-44.8,1256-1310,276-330,ncRNA,-270.7,ENST00000310916.6,TMEM51-AS1
267,ENST00000379526,RP11-352D3.2,chr20: 4050800-4055812,-44.8,199-250,17-68,UTR5,-447.5,ENST00000310916.6,TMEM51-AS1
268,ENST00000572933,DNAH2,chr17: 7620673-7737062,-44.6,208-264,577-633,UTR5,-5985.8,ENST00000310916.6,TMEM51-AS1
269,ENST00000376919,SSX1,chrX: 48114753-48126879,-44.6,1134-1188,1169-1223,UTR3,-661.3,ENST00000310916.6,TMEM51-AS1
270,ENST00000522676,STPG2,chr4: 98105245-98893505,-44.4,209-273,2398-2462,UTR3,-1498.0,ENST00000310916.6,TMEM51-AS1
271,ENST00000439319,SLC39A12-AS1,chr10: 18290716-18299491,-44.4,232-279,1745-1792,ncRNA,-893.8,ENST00000310916.6,TMEM51-AS1
272,ENST00000344138,GRAP2,chr22: 40297087-40369725,-44.4,197-255,3099-3157,UTR3,-2148.2,ENST00000310916.6,TMEM51-AS1
273,ENST00000397068,ART5,chr11: 3659734-3663485,-44.3,1732-1783,177-228,UTR5,-484.4,ENST00000310916.6,TMEM51-AS1
274,ENST00000286744,ADAMTSL3,chr15: 84322839-84708594,-44.3,216-263,6900-6947,UTR3,-3060.1,ENST00000310916.6,TMEM51-AS1
275,ENST00000418600,SYNGAP1,chr6: 33387942-33421466,-44.3,208-261,4874-4927,UTR3,-2171.8,ENST00000310916.6,TMEM51-AS1
276,ENST00000360772,MILK,chr3: 123328897-123603178,-44.2,1732-1787,2951-3006,CDS,-3688.6,ENST00000310916.6,TMEM51-AS1
277,ENST00000442218,SLC48A1,chr12: 48166992-48176536,-44.1,2038-2096,1947-2005,UTR3,-1052.1,ENST00000310916.6,TMEM51-AS1
278,ENST00000579003,MIR142,chr17: 56408246-56409869,-44.1,1736-1785,256-305,ncRNA,-1128.6,ENST00000310916.6,TMEM51-AS1
279,ENST00000484864,AQP10,chr1: 154293597-154297801,-44.1,214-265,1912-1963,UTR3,-861.9,ENST00000310916.6,TMEM51-AS1
280,ENST00000270458,CACNG8,chr19: 54466295-54493469,-44.0,1737-1794,4501-4558,UTR3,-4051.3,ENST00000310916.6,TMEM51-AS1
281,ENST00000282561,GJA1,chr6: 121756839-121770873,-44.0,199-246,1467-1514,UTR3,-1441.4,ENST00000310916.6,TMEM51-AS1
282,ENST00000376734,TRIM31,chr6: 30070675-30080883,-44.0,195-268,1554-1627,UTR3,-1034.4,ENST00000310916.6,TMEM51-AS1
283,ENST00000393295,ISY1,chr3: 128846259-128880136,-44.0,215-268,2831-2884,UTR3,-1557.9,ENST00000310916.6,TMEM51-AS1
284,ENST00000586464,TEX26-AS1,chr13: 31490322-31505566,-43.8,1672-1720,784-832,ncRNA,-515.8,ENST00000310916.6,TMEM51-AS1
285,ENST00000586973,TEX26-AS1,chr13: 31490184-31505656,-43.8,1672-1720,507-555,ncRNA,-432.4,ENST00000310916.6,TMEM51-AS1
286,ENST00000557335,RP11-84C10.4,chr14: 21463997-21467322,-43.8,208-265,1104-1161,ncRNA,-502.0,ENST00000310916.6,TMEM51-AS1
287,ENST00000300811,ZNF428,chr19: 44111372-44124026,-43.6,220-269,1046-1095,UTR3,-549.6,ENST00000310916.6,TMEM51-AS1
288,ENST00000451495,TEX26-AS1,chr13: 31490184-31505646,-43.6,1673-1720,445-492,ncRNA,-412.5,ENST00000310916.6,TMEM51-AS1
289,ENST00000374897,TAP2,chr6: 32793193-32806557,-43.4,212-271,2365-2424,UTR3,-2154.2,ENST00000310916.6,TMEM51-AS1
290,ENST00000453951,AC104135.4,chr2: 75167386-75169797,-43.4,211-262,748-799,ncRNA,-635.0,ENST00000310916.6,TMEM51-AS1
291,ENST00000333598,C19orf59,chr19: 7741515-7744712,-43.4,215-266,1-42,UTR5,-633.9,ENST00000310916.6,TMEM51-AS1
292,ENST00000442252,AC002480.5,chr7: 22611227-22701411,-43.4,217-273,1191-1247,ncRNA,-1064.4,ENST00000310916.6,TMEM51-AS1
293,ENST00000322348,GCNT4,chr5: 74323290-74326724,-43.3,221-269,2863-2911,UTR3,-1471.4,ENST00000310916.6,TMEM51-AS1
294,ENST00000295851,ABI2,chr2: 204192943-204312446,-43.3,801-850,15339-15388,UTR3,-8507.3,ENST00000310916.6,TMEM51-AS1
295,ENST00000524240,GFRA2,chr8: 21547916-21646322,-43.3,203-258,4484-4539,UTR3,-1467.7,ENST00000310916.6,TMEM51-AS1
296,ENST00000378814,KIF13A,chr6: 17759415-17987694,-43.2,229-280,6203-6254,UTR3,-3316.6,ENST00000310916.6,TMEM51-AS1
297,ENST00000202556,PPP1R13B,chr14: 104200090-104313927,-43.2,203-250,4362-4409,UTR3,-1935.8,ENST00000310916.6,TMEM51-AS1
298,ENST00000263238,ACTR3,chr2: 114647538-114720173,-43.1,203-263,12-72,UTR5,-2281.5,ENST00000310916.6,TMEM51-AS1
299,ENST00000558133,MEX3B,chr15: 82334129-82338460,-43.0,221-274,649-702,CDS,-1376.5,ENST00000310916.6,TMEM51-AS1
300,ENST00000276049,SSX2B,chrX: 52780347-52790617,-43.0,1134-1188,1285-1339,UTR3,-725.8,ENST00000310916.6,TMEM51-AS1
301,ENST00000336777,SSX2,chrX: 52725947-52736211,-43.0,1134-1188,1281-1335,UTR3,-725.8,ENST00000310916.6,TMEM51-AS1
302,ENST00000328902,GIMAP6,chr7: 150322464-150329473,-42.9,215-268,1591-1644,UTR3,-1523.8,ENST00000310916.6,TMEM51-AS1
303,ENST00000562343,RP11-923I11.6,chr12: 52211684-52213934,-42.9,1725-1788,775-838,ncRNA,-1158.9,ENST00000310916.6,TMEM51-AS1
304,ENST00000606772,RP11-441F2.5,chr16: 56385799-56387436,-42.9,203-250,1400-1447,ncRNA,-1013.0,ENST00000310916.6,TMEM51-AS1
305,ENST00000330436,CYP2A13,chr19: 41594378-41602100,-42.9,214-269,1546-1601,UTR3,-842.0,ENST00000310916.6,TMEM51-AS1
306,ENST00000403470,VSIG2,chr11: 124618003-124622089,-42.9,204-268,887-951,"CDS, stop_codon",-738.9,ENST00000310916.6,TMEM51-AS1
307,ENST00000438649,AC007246.3,chr2: 39741288-39826679,-42.9,201-268,178-245,ncRNA,-1066.3,ENST00000310916.6,TMEM51-AS1
308,ENST00000423833,MORF4L2,chrX: 102930434-102941149,-42.9,803-850,76-123,UTR5,-1331.8,ENST00000310916.6,TMEM51-AS1
309,ENST00000371369,TMEM255A,chrX: 119392506-119445391,-42.9,209-274,20-85,UTR5,-1349.2,ENST00000310916.6,TMEM51-AS1
310,ENST00000538872,IQSEC3,chr12: 175932-287626,-42.8,208-259,5563-5614,UTR3,-2660.0,ENST00000310916.6,TMEM51-AS1
311,ENST00000371940,MOB3C,chr1: 47073398-47082137,-42.8,217-270,1203-1256,UTR5,-2753.0,ENST00000310916.6,TMEM51-AS1
312,ENST00000222990,SNX8,chr7: 2291406-2354099,-42.7,204-269,3390-3455,UTR3,-1690.1,ENST00000310916.6,TMEM51-AS1
313,ENST00000429368,MEG9,chr14: 101536249-101539271,-42.6,217-282,1768-1833,ncRNA,-1586.1,ENST00000310916.6,TMEM51-AS1
314,ENST00000562532,XKR7,chr20: 30555806-30591190,-42.5,222-269,2361-2408,UTR3,-3448.4,ENST00000310916.6,TMEM51-AS1
315,ENST00000549802,C12orf79,chr12: 92378867-92536447,-42.5,209-266,1451-1508,UTR3,-1022.6,ENST00000310916.6,TMEM51-AS1
316,ENST00000599531,PNMAL2,chr19: 46994449-46999755,-42.5,214-269,3516-3571,UTR3,-1905.9,ENST00000310916.6,TMEM51-AS1
317,ENST00000366697,TRIM17,chr1: 228595642-228603730,-42.4,208-263,460-515,UTR5,-1437.8,ENST00000310916.6,TMEM51-AS1
318,ENST00000397843,ARHGEF12,chr11: 120207788-120360645,-42.4,203-261,5783-5841,UTR3,-3983.5,ENST00000310916.6,TMEM51-AS1
319,ENST00000432411,AP001619.2,chr21: 43294866-43297722,-42.4,198-257,71-130,ncRNA,-418.1,ENST00000310916.6,TMEM51-AS1
320,ENST00000368575,RAB13,chr1: 153954128-153958828,-42.4,1726-1780,778-832,UTR3,-802.3,ENST00000310916.6,TMEM51-AS1
321,ENST00000422956,AC016683.6,chr2: 113993114-114034158,-42.4,221-273,3928-3980,ncRNA,-4790.9,ENST00000310916.6,TMEM51-AS1
322,ENST00000606154,RP1-79C4.4,chr1: 170636523-170638566,-42.3,207-262,788-843,ncRNA,-689.4,ENST00000310916.6,TMEM51-AS1
323,ENST00000289815,VWA5B1,chr1: 20617413-20681387,-42.3,199-249,3761-3811,"CDS, stop_codon",-1591.4,ENST00000310916.6,TMEM51-AS1
324,ENST00000369135,OTUD7B,chr1: 149909706-149982625,-42.3,200-269,3122-3191,UTR3,-4805.9,ENST00000310916.6,TMEM51-AS1
325,ENST00000610000,RP4-569D19.8,chr22: 35922980-35923462,-42.3,214-265,277-328,ncRNA,-290.1,ENST00000310916.6,TMEM51-AS1
326,ENST00000531191,CNKSR1,chr1: 26506660-26516337,-42.2,740-803,19-82,UTR5,-1222.4,ENST00000310916.6,TMEM51-AS1
327,ENST00000379096,TPD52,chr8: 80947104-81083793,-42.2,203-260,2639-2696,UTR3,-1894.5,ENST00000310916.6,TMEM51-AS1
328,ENST00000568031,RP11-863P13.3,chr16: 88210905-88212216,-42.2,217-269,1187-1239,ncRNA,-652.4,ENST00000310916.6,TMEM51-AS1
329,ENST00000565162,AC004463.6,chr22: 19158909-19160352,-42.1,212-272,982-1042,ncRNA,-851.3,ENST00000310916.6,TMEM51-AS1
330,ENST00000431473,RIMKLA,chr1: 42846478-42888249,-42.1,203-269,7693-7759,UTR3,-4199.9,ENST00000310916.6,TMEM51-AS1
331,ENST00000414170,LIPC,chr15: 58702772-58858670,-42.1,742-806,2590-2654,UTR3,-970.7,ENST00000310916.6,TMEM51-AS1
332,ENST00000522893,ERICH1,chr8: 615993-623657,-42.1,1739-1788,1833-1882,UTR3,-1471.6,ENST00000310916.6,TMEM51-AS1
333,ENST00000575331,RP11-104H15.10,chr17: 7342826-7349285,-42.0,199-250,5345-5396,ncRNA,-2241.5,ENST00000310916.6,TMEM51-AS1
334,ENST00000377171,OR2J1,chr6: 29068387-29069658,-42.0,210-269,1233-1273,"CDS, stop_codon",-713.1,ENST00000310916.6,TMEM51-AS1
335,ENST00000366487,OR2C3,chr1: 247693435-247697141,-42.0,204-253,2350-2399,UTR3,-1048.7,ENST00000310916.6,TMEM51-AS1
336,ENST00000250405,BCL2L2,chr14: 23775972-23780968,-42.0,207-259,881-933,UTR3,-1788.0,ENST00000310916.6,TMEM51-AS1
337,ENST00000395699,PURB,chr7: 44915897-44924960,-41.9,203-250,5886-5933,UTR3,-2512.2,ENST00000310916.6,TMEM51-AS1
338,ENST00000526963,RP11-304M2.5,chr11: 203624-205470,-41.9,214-267,303-356,ncRNA,-426.7,ENST00000310916.6,TMEM51-AS1
339,ENST00000373508,RP4-640H8.2,chr20: 36305313-36311636,-41.9,197-263,1537-1603,ncRNA,-945.7,ENST00000310916.6,TMEM51-AS1
340,ENST00000330824,GPIHBP1,chr8: 144295069-144299044,-41.8,222-269,1169-1216,UTR3,-1190.7,ENST00000310916.6,TMEM51-AS1
341,ENST00000295240,BBS5,chr2: 170335689-170363165,-41.7,201-266,3147-3212,UTR3,-1044.4,ENST00000310916.6,TMEM51-AS1
342,ENST00000588387,CTB-55O6.12,chr19: 14247992-14282076,-41.6,1736-1788,1880-1932,ncRNA,-2127.1,ENST00000310916.6,TMEM51-AS1
343,ENST00000506172,RP11-1391J7.1,chr11: 856881-859795,-41.5,223-270,259-306,ncRNA,-882.1,ENST00000310916.6,TMEM51-AS1
344,ENST00000357461,TMEM229B,chr14: 67936984-67982021,-41.5,205-268,1066-1129,UTR3,-1744.2,ENST00000310916.6,TMEM51-AS1
345,ENST00000310085,CCDC96,chr4: 7042580-7044728,-41.5,1723-1794,545-616,CDS,-1071.0,ENST00000310916.6,TMEM51-AS1
346,ENST00000005257,RALA,chr7: 39663083-39747723,-41.5,222-283,1267-1328,UTR3,-1236.6,ENST00000310916.6,TMEM51-AS1
347,ENST00000326724,AATK,chr17: 79091096-79139817,-41.4,217-268,4997-5048,UTR3,-1520.4,ENST00000310916.6,TMEM51-AS1
348,ENST00000559866,RP11-182J1.13,chr15: 84977317-84980581,-41.4,220-268,443-491,ncRNA,-737.3,ENST00000310916.6,TMEM51-AS1
349,ENST00000419318,ZNF799,chr19: 12500831-12511794,-41.4,205-258,332-385,UTR5,-1182.6,ENST00000310916.6,TMEM51-AS1
350,ENST00000442738,POLR2F,chr22: 38349671-38365319,-41.3,208-268,1909-1969,UTR3,-787.5,ENST00000310916.6,TMEM51-AS1
351,ENST00000503167,RP11-168A11.1,chr5: 79232403-79263449,-41.3,218-265,198-245,ncRNA,-589.7,ENST00000310916.6,TMEM51-AS1
352,ENST00000344063,RPL28,chr19: 55896714-55903453,-41.3,203-252,3446-3495,UTR3,-1586.5,ENST00000310916.6,TMEM51-AS1
353,ENST00000302351,ENC1,chr5: 73923235-73937249,-41.3,228-277,3715-3764,UTR3,-1837.4,ENST00000310916.6,TMEM51-AS1
354,ENST00000329627,PEX26,chr22: 18560690-18588162,-41.3,203-263,2370-2430,UTR3,-7375.9,ENST00000310916.6,TMEM51-AS1
355,ENST00000380752,SLC7A1,chr13: 30083548-30169825,-41.3,197-253,3728-3784,UTR3,-2943.9,ENST00000310916.6,TMEM51-AS1
356,ENST00000578803,LINC00683,chr18: 74331735-74335516,-41.3,220-269,251-300,ncRNA,-626.2,ENST00000310916.6,TMEM51-AS1
357,ENST00000528549,TBX5-AS1,chr12: 114846560-114850636,-41.3,816-863,2657-2704,ncRNA,-1173.9,ENST00000310916.6,TMEM51-AS1
358,ENST00000416037,NDUFA6-AS1,chr22: 42486936-42535286,-41.3,220-269,2961-3010,ncRNA,-1269.9,ENST00000310916.6,TMEM51-AS1
359,ENST00000602640,RP11-338N10.1,chr1: 7753185-7754904,-41.2,797-845,673-721,ncRNA,-1023.5,ENST00000310916.6,TMEM51-AS1
360,ENST00000263257,NOVA2,chr19: 46436993-46476804,-41.2,217-268,7068-7119,UTR3,-2959.7,ENST00000310916.6,TMEM51-AS1
361,ENST00000328333,COL7A1,chr3: 48601507-48632700,-41.2,801-856,7614-7669,CDS,-3295.5,ENST00000310916.6,TMEM51-AS1
362,ENST00000320159,ZNF48,chr16: 30406741-30411429,-41.2,220-282,2290-2352,UTR3,-1101.1,ENST00000310916.6,TMEM51-AS1
363,ENST00000308508,CSPG4,chr15: 75966664-76005189,-41.2,212-259,6447-6494,CDS,-2165.8,ENST00000310916.6,TMEM51-AS1
364,ENST00000539644,ZNF664,chr12: 124457671-124499969,-41.1,210-269,3822-3881,UTR3,-1824.9,ENST00000310916.6,TMEM51-AS1
365,ENST00000536835,RP11-680F8.1,chr15: 29967195-29971372,-41.1,197-246,947-996,ncRNA,-1236.9,ENST00000310916.6,TMEM51-AS1
366,ENST00000608354,RP1-102K2.8,chr22: 30642195-30642987,-41.1,201-262,672-733,ncRNA,-379.4,ENST00000310916.6,TMEM51-AS1
367,ENST00000545011,MAP2K7,chr19: 7968766-7979362,-41.1,214-267,2447-2500,UTR3,-1525.8,ENST00000310916.6,TMEM51-AS1
368,ENST00000568223,METRN,chr16: 765116-769655,-41.1,217-269,3152-3204,UTR3,-1268.6,ENST00000310916.6,TMEM51-AS1
369,ENST00000428720,SLC6A12,chr12: 299253-323689,-41.1,212-270,207-265,UTR5,-1498.5,ENST00000310916.6,TMEM51-AS1
370,ENST00000435479,LINC00277,chr15: 69373211-69387595,-41.0,204-251,121-168,ncRNA,-470.0,ENST00000310916.6,TMEM51-AS1
371,ENST00000492337,SOX2-OT,chr3: 181328152-181459018,-41.0,214-270,486-542,ncRNA,-689.4,ENST00000310916.6,TMEM51-AS1
372,ENST00000597828,SOX2-OT,chr3: 181268543-181457475,-41.0,214-270,385-441,ncRNA,-404.1,ENST00000310916.6,TMEM51-AS1
373,ENST00000485035,SOX2-OT,chr3: 181328330-181417668,-41.0,214-270,312-368,ncRNA,-354.1,ENST00000310916.6,TMEM51-AS1
374,ENST00000594942,SOX2-OT,chr3: 181268568-181417584,-41.0,214-270,510-566,ncRNA,-475.1,ENST00000310916.6,TMEM51-AS1
375,ENST00000600778,SOX2-OT,chr3: 181417388-181554593,-41.0,214-270,33-89,ncRNA,-559.6,ENST00000310916.6,TMEM51-AS1
376,ENST00000493521,SOX2-OT,chr3: 180774469-181457813,-41.0,214-270,530-586,ncRNA,-598.3,ENST00000310916.6,TMEM51-AS1
377,ENST00000595287,SOX2-OT,chr3: 181417387-181496449,-41.0,214-270,34-90,ncRNA,-368.7,ENST00000310916.6,TMEM51-AS1
378,ENST00000600801,SOX2-OT,chr3: 181417384-181457458,-41.0,214-270,37-93,ncRNA,-480.5,ENST00000310916.6,TMEM51-AS1
379,ENST00000491282,SOX2-OT,chr3: 181328313-181457661,-41.0,214-270,325-381,ncRNA,-411.4,ENST00000310916.6,TMEM51-AS1
